index,width,height,unique,blur,mean,min,max,stdv,file_size,contrast
0,640,480,140,149.4343,23.5342,0.0000,168.0000,21.2887,20295,1.0000
1,640,480,140,141.2182,24.3683,0.0000,169.0000,21.5334,20687,1.0000
2,640,480,165,203.8365,29.2029,0.0000,203.0000,25.8838,24144,1.0000
3,640,480,117,89.6993,19.5420,0.0000,141.0000,17.2137,17800,1.0000
4,640,480,170,210.8342,29.0223,0.0000,213.0000,26.0596,23939,1.0000
5,640,480,151,161.8043,27.6058,0.0000,177.0000,27.3832,19351,1.0000
6,640,480,134,103.3449,25.0687,0.0000,157.0000,22.1639,19237,1.0000
7,640,480,178,236.2490,33.1409,0.0000,213.0000,32.9135,22821,1.0000
8,640,480,138,116.6409,22.7641,0.0000,155.0000,20.0495,19248,1.0000
9,640,480,166,172.6336,27.3284,0.0000,188.0000,24.1148,22740,1.0000
10,640,480,138,107.4540,21.4637,0.0000,155.0000,19.5853,18446,1.0000
11,640,480,112,67.5924,17.2035,0.0000,124.0000,15.6862,15906,1.0000
12,640,480,134,96.9816,20.7479,0.0000,155.0000,19.1663,17881,1.0000
13,640,480,159,144.6704,24.8762,0.0000,189.0000,23.0467,21283,1.0000
14,640,480,166,166.3050,27.0073,0.0000,176.0000,24.4479,22183,1.0000
15,640,480,113,71.7303,18.0455,0.0000,121.0000,16.2735,16178,1.0000
16,640,480,144,140.4218,24.1074,0.0000,168.0000,21.2608,20415,1.0000
17,640,480,169,205.4277,28.9209,0.0000,197.0000,25.5614,23892,1.0000
18,640,480,183,245.0892,32.7573,0.0000,253.0000,33.3527,22630,1.0000
19,640,480,128,107.7458,21.8339,0.0000,170.0000,22.2488,16570,1.0000
20,640,480,142,142.3605,24.1590,0.0000,163.0000,21.3104,20429,1.0000
21,640,480,115,91.2997,19.3663,0.0000,133.0000,17.0492,17643,1.0000
22,640,480,172,207.6237,29.7896,0.0000,205.0000,26.4260,24117,1.0000
23,640,480,123,91.7722,19.9159,0.0000,138.0000,17.5711,17741,1.0000
24,640,480,185,228.1915,32.9164,0.0000,245.0000,29.3782,24367,1.0000
25,640,480,130,98.7292,21.9915,0.0000,159.0000,19.5717,17841,1.0000
26,640,480,134,108.5298,24.5770,0.0000,152.0000,22.2302,19079,1.0000
27,640,480,188,245.8270,33.9181,0.0000,239.0000,30.1188,24871,1.0000
28,640,480,155,171.0300,28.0928,0.0000,196.0000,25.0955,21120,1.0000
29,640,480,188,248.2692,33.6805,0.0000,238.0000,30.1616,24760,1.0000
30,640,480,128,109.2148,22.5110,0.0000,158.0000,20.0692,18137,1.0000
31,640,480,126,102.1607,21.1943,0.0000,149.0000,18.6008,18083,1.0000
32,640,480,144,147.2524,25.0245,0.0000,182.0000,22.9707,20487,1.0000
33,640,480,172,217.2158,30.0016,0.0000,214.0000,27.5850,24070,1.0000
34,640,480,156,160.1796,29.4596,0.0000,178.0000,26.7440,22453,1.0000
35,640,480,121,94.4436,20.0514,0.0000,144.0000,18.3670,17637,1.0000
36,640,480,124,100.0456,20.5569,0.0000,156.0000,18.3393,17936,1.0000
37,640,480,158,160.7027,28.6157,0.0000,198.0000,27.7024,19433,1.0000
38,640,480,183,232.7231,34.3628,0.0000,229.0000,33.2905,22963,1.0000
39,640,480,145,137.0032,24.5350,0.0000,180.0000,21.4237,20493,1.0000
40,640,480,117,88.2054,19.6673,0.0000,142.0000,17.1457,17616,1.0000
41,640,480,143,140.1808,24.5152,0.0000,164.0000,21.4882,20348,1.0000
42,640,480,120,89.0828,19.6801,0.0000,129.0000,17.1886,17508,1.0000
43,640,480,141,133.7654,23.7213,0.0000,167.0000,21.3409,19980,1.0000
44,640,480,115,85.5561,19.0307,0.0000,134.0000,17.0760,17193,1.0000
45,640,480,171,191.5362,28.3341,0.0000,202.0000,25.6025,23164,1.0000
46,640,480,115,84.2353,18.9556,0.0000,127.0000,17.0042,17049,1.0000
47,640,480,140,122.4904,22.8526,0.0000,158.0000,20.4632,19345,1.0000
48,640,480,151,163.5432,25.4426,0.0000,169.0000,23.7086,20725,1.0000
49,640,480,140,143.9002,24.8665,0.0000,173.0000,21.6245,20677,1.0000
50,640,480,167,212.4695,29.8302,0.0000,216.0000,25.9976,24290,1.0000
51,640,480,118,93.2124,19.9277,0.0000,139.0000,17.3152,17850,1.0000
52,640,480,156,168.0239,27.9789,0.0000,199.0000,25.8906,20939,1.0000
53,640,480,145,122.3643,26.4238,0.0000,173.0000,23.5635,20191,1.0000
54,640,480,173,181.0657,31.6813,0.0000,211.0000,28.3043,23825,1.0000
55,640,480,182,239.5483,30.5280,0.0000,201.0000,28.5018,24321,1.0000
56,640,480,122,79.1786,21.1642,0.0000,142.0000,18.8582,17330,1.0000
57,640,480,201,154.7277,33.5148,0.0000,212.0000,33.7038,21868,1.0000
58,640,480,172,166.9511,26.7939,0.0000,213.0000,27.7409,19207,1.0000
59,640,480,208,244.7038,32.1760,0.0000,244.0000,33.3351,22673,1.0000
60,640,480,168,164.7451,27.6682,0.0000,224.0000,26.9928,19971,1.0000
61,640,480,199,243.2824,33.1953,0.0000,255.0000,32.4470,23472,1.0000
62,640,480,167,168.0231,28.0457,0.0000,219.0000,26.9743,19978,1.0000
63,640,480,135,107.1480,22.4705,0.0000,179.0000,21.5972,17314,1.0000
64,640,480,165,169.1402,28.0838,0.0000,209.0000,26.1211,20574,1.0000
65,640,480,191,245.8596,33.6789,0.0000,253.0000,31.3746,24180,1.0000
66,640,480,194,259.3587,34.9930,0.0000,252.0000,32.5861,24473,1.0000
67,640,480,137,112.4421,23.3807,0.0000,180.0000,21.6929,17998,1.0000
68,640,480,166,187.7872,29.2410,0.0000,213.0000,26.5135,21415,1.0000
69,640,480,166,110.8814,28.5829,0.0000,170.0000,27.3997,19479,1.0000
70,640,480,193,268.3773,35.0657,0.0000,255.0000,31.8781,25050,1.0000
71,640,480,173,158.2051,34.4537,0.0000,232.0000,30.4380,23618,1.0000
72,640,480,120,66.8868,23.0351,0.0000,151.0000,20.2492,17129,1.0000
73,640,480,158,174.3722,28.2334,0.0000,204.0000,24.4582,21365,1.0000
74,640,480,126,110.6866,22.6683,0.0000,162.0000,19.5676,18339,1.0000
75,640,480,163,235.0221,34.5472,0.0000,169.0000,30.4773,24751,1.0000
76,640,480,157,191.1850,31.8655,0.0000,156.0000,26.9289,24261,1.0000
77,640,480,110,103.3051,23.0593,0.0000,111.0000,20.3135,18067,1.0000
78,640,480,173,224.2836,34.0423,0.0000,209.0000,31.5240,23730,1.0000
79,640,480,120,98.6715,22.7118,0.0000,134.0000,21.0224,17399,1.0000
80,640,480,175,226.5933,31.5873,0.0000,235.0000,27.4221,24274,1.0000
81,640,480,156,151.7218,26.2534,0.0000,186.0000,22.8734,20955,1.0000
82,640,480,183,220.9084,31.4570,0.0000,218.0000,27.5038,24535,1.0000
83,640,480,128,96.9323,21.0732,0.0000,146.0000,18.2769,18072,1.0000
84,640,480,107,81.1802,21.2894,0.0000,106.0000,17.9539,17690,1.0000
85,640,480,125,105.3423,20.8941,0.0000,150.0000,18.0567,17982,1.0000
86,640,480,146,153.1601,26.4146,0.0000,197.0000,22.9670,20896,1.0000
87,640,480,171,224.1461,31.6865,0.0000,232.0000,27.6080,24435,1.0000
88,640,480,122,99.0959,21.1869,0.0000,156.0000,18.3774,17975,1.0000
89,640,480,129,108.5119,21.4586,0.0000,162.0000,18.7661,18072,1.0000
90,640,480,158,164.5936,27.3471,0.0000,196.0000,23.9372,21011,1.0000
91,640,480,179,242.7910,32.8111,0.0000,239.0000,28.7609,24606,1.0000
92,640,480,159,177.3370,27.3099,0.0000,209.0000,24.2079,21039,1.0000
93,640,480,131,115.0138,21.8899,0.0000,166.0000,19.3714,18034,1.0000
94,640,480,155,176.4341,27.7445,0.0000,207.0000,24.7469,21086,1.0000
95,640,480,133,111.8336,22.2480,0.0000,167.0000,19.8125,18111,1.0000
96,640,480,160,167.4230,28.5346,0.0000,219.0000,24.9992,21186,1.0000
97,640,480,189,239.1073,31.1976,0.0000,210.0000,29.5619,24254,1.0000
98,640,480,131,105.8062,22.8619,0.0000,171.0000,20.0190,18178,1.0000
99,640,480,186,244.1488,34.3862,0.0000,245.0000,30.3040,24746,1.0000
100,640,480,128,107.6677,22.9664,0.0000,170.0000,20.1964,18187,1.0000
101,640,480,157,160.3578,28.0219,0.0000,209.0000,25.3937,20700,1.0000
102,640,480,148,93.7235,28.0555,0.0000,189.0000,25.9645,18979,1.0000
103,640,480,178,139.6516,33.6477,0.0000,227.0000,31.2063,22390,1.0000
104,640,480,122,59.1816,22.4860,0.0000,150.0000,20.7922,16296,1.0000
105,640,480,169,179.0414,27.8318,0.0000,222.0000,26.8030,20159,1.0000
106,640,480,166,174.1869,27.2188,0.0000,219.0000,26.7492,19847,1.0000
107,640,480,193,258.6673,32.6506,0.0000,254.0000,32.1545,23456,1.0000
108,640,480,136,112.0984,21.8040,0.0000,174.0000,21.4142,17160,1.0000
109,640,480,196,248.5704,32.1256,0.0000,252.0000,31.9213,23159,1.0000
110,640,480,143,156.4038,29.6438,0.0000,166.0000,25.9128,21154,1.0000
111,640,480,159,171.3340,26.3696,0.0000,180.0000,25.0491,20737,1.0000
112,640,480,171,228.5862,35.5779,0.0000,208.0000,31.1294,24726,1.0000
113,640,480,170,176.3815,26.7154,0.0000,225.0000,27.0713,19585,1.0000
114,640,480,196,259.0052,32.0444,0.0000,255.0000,32.5473,22953,1.0000
115,640,480,160,171.0490,27.3727,0.0000,220.0000,26.0586,20357,1.0000
116,640,480,135,110.8828,21.9496,0.0000,173.0000,20.8660,17551,1.0000
117,640,480,157,172.5253,28.0893,0.0000,221.0000,25.5249,21019,1.0000
118,640,480,188,254.9800,33.7012,0.0000,251.0000,30.7144,24590,1.0000
119,640,480,184,258.5229,33.4601,0.0000,253.0000,29.5436,24958,1.0000
120,640,480,131,110.3284,22.3665,0.0000,173.0000,19.6682,18210,1.0000
121,640,480,156,175.4694,26.9739,0.0000,218.0000,23.9796,20962,1.0000
122,640,480,177,253.0219,32.3382,0.0000,255.0000,28.8210,24573,1.0000
123,640,480,183,253.1664,31.9121,0.0000,239.0000,28.1140,24590,1.0000
124,640,480,129,108.2100,21.3302,0.0000,162.0000,18.6998,18007,1.0000
125,640,480,127,110.4275,21.1388,0.0000,144.0000,20.0534,17845,1.0000
126,640,480,153,159.4180,26.3535,0.0000,195.0000,22.5054,20881,1.0000
127,640,480,126,101.6341,21.1170,0.0000,158.0000,18.0150,17940,1.0000
128,640,480,178,147.4746,31.8372,0.0000,209.0000,27.2219,22942,1.0000
129,640,480,121,62.0210,21.2823,0.0000,143.0000,18.1287,16472,1.0000
130,640,480,177,236.9504,31.4174,0.0000,232.0000,27.1037,24554,1.0000
131,640,480,121,102.3517,21.0054,0.0000,152.0000,18.0736,18076,1.0000
132,640,480,159,144.7800,25.6525,0.0000,175.0000,23.6160,20400,1.0000
133,640,480,181,247.9150,32.9889,0.0000,251.0000,29.5378,24587,1.0000
134,640,480,155,161.4750,27.6741,0.0000,214.0000,24.6355,20972,1.0000
135,640,480,182,236.3428,33.1805,0.0000,248.0000,29.6048,24604,1.0000
136,640,480,126,103.2757,22.1707,0.0000,174.0000,19.7170,18005,1.0000
137,640,480,137,111.7144,22.7203,0.0000,171.0000,20.4794,18109,1.0000
138,640,480,137,148.1772,28.5648,0.0000,137.0000,25.0295,20920,1.0000
139,640,480,160,217.9952,34.2774,0.0000,163.0000,30.0740,24571,1.0000
140,640,480,199,163.2308,34.3128,0.0000,207.0000,32.9323,23013,1.0000
141,640,480,108,94.8276,22.8853,0.0000,108.0000,20.0445,17949,1.0000
142,640,480,94,19.1037,6.5912,0.0000,97.0000,10.5591,8537,1.0000
143,640,480,165,141.5944,28.8801,0.0000,170.0000,26.6872,21726,1.0000
144,640,480,192,206.5907,34.6433,0.0000,203.0000,32.0663,25322,1.0000
145,640,480,156,150.4827,28.6541,0.0000,163.0000,25.7256,22223,1.0000
146,640,480,125,96.4165,22.9693,0.0000,130.0000,20.5839,19149,1.0000
147,640,480,150,143.2979,27.7518,0.0000,152.0000,24.6886,22223,1.0000
148,640,480,119,94.4386,22.2314,0.0000,126.0000,19.7601,19181,1.0000
149,640,480,149,157.3825,28.0841,0.0000,158.0000,24.3883,22548,1.0000
150,640,480,121,101.7692,22.5175,0.0000,129.0000,19.4895,19566,1.0000
151,640,480,176,233.2223,34.7682,0.0000,188.0000,29.6027,26691,1.0000
152,640,480,120,104.0905,23.2382,0.0000,125.0000,19.6877,19879,1.0000
153,640,480,148,155.3466,29.1702,0.0000,166.0000,24.4121,23201,1.0000
154,640,480,146,152.9478,24.2144,0.0000,166.0000,21.5445,20594,1.0000
155,640,480,134,151.1856,28.9283,0.0000,134.0000,25.0953,21061,1.0000
156,640,480,161,221.3260,34.7078,0.0000,161.0000,30.1486,24670,1.0000
157,640,480,107,97.8209,23.1892,0.0000,106.0000,20.0777,18163,1.0000
158,640,480,144,156.3379,28.3246,0.0000,180.0000,23.6526,23020,1.0000
159,640,480,145,151.9405,28.0743,0.0000,157.0000,23.6016,22759,1.0000
160,640,480,174,219.9887,33.6633,0.0000,188.0000,28.3700,26369,1.0000
161,640,480,170,221.6947,29.0472,0.0000,198.0000,25.8908,24334,1.0000
162,640,480,119,98.3333,22.4812,0.0000,129.0000,18.8949,19655,1.0000
163,640,480,175,222.1228,33.8928,0.0000,177.0000,29.1957,26237,1.0000
164,640,480,151,149.9795,27.9702,0.0000,157.0000,24.8604,22243,1.0000
165,640,480,180,217.8493,33.5624,0.0000,190.0000,29.8812,25794,1.0000
166,640,480,159,149.4494,28.3026,0.0000,164.0000,24.9680,22397,1.0000
167,640,480,186,217.5325,33.9441,0.0000,194.0000,30.0132,26126,1.0000
168,640,480,133,147.1358,28.6604,0.0000,144.0000,24.8667,21015,1.0000
169,640,480,106,95.4632,22.9701,0.0000,119.0000,19.9085,18018,1.0000
170,640,480,171,143.0036,29.1022,0.0000,179.0000,26.3435,21964,1.0000
171,640,480,199,208.9587,34.9128,0.0000,211.0000,31.6617,25551,1.0000
172,640,480,205,198.5416,35.0399,0.0000,218.0000,32.6539,25065,1.0000
173,640,480,139,88.7710,23.3908,0.0000,146.0000,21.7557,18650,1.0000
174,640,480,208,129.9736,31.6200,0.0000,218.0000,31.4511,20951,1.0000
175,640,480,153,156.9411,25.1022,0.0000,171.0000,23.0848,20492,1.0000
176,640,480,241,190.3665,37.9610,0.0000,255.0000,37.7742,24472,1.0000
177,640,480,208,187.1442,34.2744,0.0000,219.0000,33.1121,24271,1.0000
178,640,480,145,81.4290,22.8717,0.0000,147.0000,22.0537,17853,1.0000
179,640,480,179,125.9721,28.1105,0.0000,187.0000,27.8808,20088,1.0000
180,640,480,143,80.5908,22.5257,0.0000,148.0000,22.3264,17379,1.0000
181,640,480,201,152.1348,32.0234,0.0000,220.0000,33.7013,22116,1.0000
182,640,480,138,66.1559,21.3737,0.0000,146.0000,22.4744,16215,1.0000
183,640,480,206,157.3881,30.0961,0.0000,216.0000,33.7987,21020,1.0000
184,640,480,142,68.1101,20.0848,0.0000,143.0000,22.5442,15330,1.0000
185,640,480,178,225.0493,34.4186,0.0000,197.0000,30.2520,25702,1.0000
186,640,480,131,137.6977,27.4436,0.0000,133.0000,23.6095,20859,1.0000
187,640,480,157,204.6237,32.9432,0.0000,158.0000,28.3904,24570,1.0000
188,640,480,104,86.2204,21.9833,0.0000,105.0000,18.9189,17820,1.0000
189,640,480,119,100.5140,22.8335,0.0000,121.0000,19.4043,19533,1.0000
190,640,480,129,110.9434,21.4656,0.0000,156.0000,20.3635,19277,1.0000
191,640,480,156,164.0894,25.7611,0.0000,186.0000,24.4765,22722,1.0000
192,640,480,105,73.0302,17.1702,0.0000,119.0000,16.3178,16734,1.0000
193,640,480,114,81.6461,17.6846,0.0000,125.0000,16.2990,17190,1.0000
194,640,480,127,115.0387,18.6665,0.0000,154.0000,19.2544,18174,1.0000
195,640,480,158,162.0151,25.6440,0.0000,179.0000,24.1761,20580,1.0000
196,640,480,151,168.7700,22.3908,0.0000,192.0000,23.1676,21479,1.0000
197,640,480,135,125.5395,22.2487,0.0000,163.0000,20.3509,19949,1.0000
198,640,480,110,81.0496,17.8208,0.0000,128.0000,16.3031,17344,1.0000
199,640,480,112,92.0695,20.5326,0.0000,129.0000,18.2773,18815,1.0000
200,640,480,129,138.3992,27.5265,0.0000,130.0000,23.5778,20920,1.0000
201,640,480,183,238.5334,30.7682,0.0000,217.0000,29.0900,24148,1.0000
202,640,480,103,87.8605,22.0428,0.0000,104.0000,18.8810,17922,1.0000
203,640,480,131,95.9987,23.1242,0.0000,144.0000,21.3083,18914,1.0000
204,640,480,150,154.0907,28.0341,0.0000,177.0000,25.6913,22059,1.0000
205,640,480,157,183.3911,24.9219,0.0000,192.0000,22.3966,21001,1.0000
206,640,480,128,115.4472,19.9866,0.0000,154.0000,17.9303,18011,1.0000
207,640,480,129,104.5038,20.5827,0.0000,140.0000,19.3554,17710,1.0000
208,640,480,135,71.3015,22.8984,0.0000,141.0000,21.9649,16761,1.0000
209,640,480,157,178.3071,25.4515,0.0000,206.0000,22.8682,21189,1.0000
210,640,480,162,184.0040,25.8355,0.0000,190.0000,23.4822,21226,1.0000
211,640,480,133,117.5076,20.7198,0.0000,151.0000,18.7977,18236,1.0000
212,640,480,194,276.0150,30.1744,0.0000,226.0000,29.2397,24154,1.0000
213,640,480,172,187.4298,25.0903,0.0000,193.0000,24.9058,20182,1.0000
214,640,480,129,142.8822,28.3762,0.0000,129.0000,24.2011,21122,1.0000
215,640,480,154,209.6590,34.0654,0.0000,153.0000,29.0919,24772,1.0000
216,640,480,162,181.2077,24.9123,0.0000,198.0000,24.9945,19808,1.0000
217,640,480,165,187.8862,25.1251,0.0000,202.0000,24.6243,20353,1.0000
218,640,480,196,278.0110,30.1486,0.0000,241.0000,29.5992,23857,1.0000
219,640,480,196,237.4190,31.1102,0.0000,228.0000,28.8888,24314,1.0000
220,640,480,164,181.8589,25.1586,0.0000,202.0000,22.6003,21107,1.0000
221,640,480,190,262.7479,30.1718,0.0000,237.0000,27.1541,24748,1.0000
222,640,480,175,253.1790,29.7974,0.0000,228.0000,26.7060,24749,1.0000
223,640,480,128,99.4883,20.3059,0.0000,143.0000,19.0037,17483,1.0000
224,640,480,160,172.7947,25.5396,0.0000,203.0000,23.4526,20908,1.0000
225,640,480,133,110.8267,20.4922,0.0000,161.0000,18.7746,17920,1.0000
226,640,480,187,273.9580,30.3673,0.0000,243.0000,28.2829,24747,1.0000
227,640,480,158,226.6351,34.4900,0.0000,158.0000,30.3292,24606,1.0000
228,640,480,108,97.7167,23.0345,0.0000,107.0000,20.2198,17999,1.0000
229,640,480,158,223.4713,34.3470,0.0000,171.0000,29.5420,24705,1.0000
230,640,480,197,275.6240,30.6079,0.0000,242.0000,30.3426,24026,1.0000
231,640,480,136,118.4703,20.4618,0.0000,162.0000,20.1800,17615,1.0000
232,640,480,133,114.4138,20.0582,0.0000,153.0000,20.0865,17195,1.0000
233,640,480,208,279.5868,30.5698,0.0000,252.0000,30.9423,23606,1.0000
234,640,480,180,240.1815,29.7982,0.0000,199.0000,27.3318,24313,1.0000
235,640,480,145,119.7280,20.4298,0.0000,170.0000,20.6178,17416,1.0000
236,640,480,139,119.2173,19.4818,0.0000,168.0000,20.2683,16949,1.0000
237,640,480,199,276.6495,30.0539,0.0000,235.0000,29.7681,23543,1.0000
238,640,480,134,147.9912,28.6220,0.0000,146.0000,24.8497,20982,1.0000
239,640,480,107,94.8068,22.9500,0.0000,117.0000,19.8864,18112,1.0000
240,640,480,121,107.2138,19.9156,0.0000,136.0000,18.2018,17789,1.0000
241,640,480,134,117.9122,20.1812,0.0000,160.0000,18.2811,18159,1.0000
242,640,480,153,171.5716,24.2308,0.0000,201.0000,21.8182,20929,1.0000
243,640,480,125,110.8328,19.4420,0.0000,162.0000,17.4672,18003,1.0000
244,640,480,128,115.5510,19.7518,0.0000,152.0000,17.8834,18019,1.0000
245,640,480,166,189.6884,25.1577,0.0000,208.0000,23.0734,21014,1.0000
246,640,480,134,136.1531,27.2260,0.0000,133.0000,23.1992,20629,1.0000
247,640,480,167,186.3749,25.0275,0.0000,188.0000,23.4982,20880,1.0000
248,640,480,139,120.0772,20.0763,0.0000,155.0000,18.8241,17917,1.0000
249,640,480,155,175.5874,23.8556,0.0000,203.0000,21.8305,20872,1.0000
250,640,480,148,161.0882,23.3497,0.0000,189.0000,21.7483,20465,1.0000
251,640,480,123,102.7780,18.7438,0.0000,147.0000,17.3989,17579,1.0000
252,640,480,164,227.4276,34.7477,0.0000,174.0000,30.4236,24725,1.0000
253,640,480,147,153.3239,23.0215,0.0000,183.0000,20.6791,20401,1.0000
254,640,480,143,147.2230,21.7747,0.0000,176.0000,20.0895,19845,1.0000
255,640,480,170,216.8938,26.0994,0.0000,222.0000,24.1857,23343,1.0000
256,640,480,142,155.2665,21.4174,0.0000,188.0000,20.1509,19419,1.0000
257,640,480,146,137.8966,20.8431,0.0000,199.0000,19.5279,18941,1.0000
258,640,480,171,203.1563,24.9920,0.0000,237.0000,23.4845,22340,1.0000
259,640,480,162,183.4786,27.1500,0.0000,218.0000,24.6246,23124,1.0000
260,640,480,150,170.5741,24.2839,0.0000,196.0000,22.3386,20855,1.0000
261,640,480,146,147.8185,23.9534,0.0000,161.0000,21.6729,20376,1.0000
262,640,480,172,250.2945,29.1288,0.0000,236.0000,26.8652,24399,1.0000
263,640,480,180,259.6758,28.9788,0.0000,239.0000,27.7305,24128,1.0000
264,640,480,148,156.4961,24.5546,0.0000,198.0000,22.8942,20461,1.0000
265,640,480,125,99.5795,19.6702,0.0000,152.0000,18.3287,17469,1.0000
266,640,480,208,246.2559,34.8112,0.0000,255.0000,32.9296,25116,1.0000
267,640,480,181,262.4516,29.5080,0.0000,246.0000,28.3333,24120,1.0000
268,640,480,129,115.1398,19.7629,0.0000,162.0000,18.8291,17710,1.0000
269,640,480,172,253.6712,28.3566,0.0000,233.0000,26.6325,24026,1.0000
270,640,480,168,237.0660,27.3367,0.0000,211.0000,25.5915,23961,1.0000
271,640,480,119,105.8367,18.2988,0.0000,160.0000,17.0160,17578,1.0000
272,640,480,121,95.5198,19.1963,0.0000,131.0000,17.3381,17574,1.0000
273,640,480,120,95.5135,17.8439,0.0000,143.0000,16.1902,17181,1.0000
274,640,480,169,189.5379,24.7981,0.0000,224.0000,22.9503,22217,1.0000
275,640,480,121,83.1907,16.5597,0.0000,148.0000,15.2797,16188,1.0000
276,640,480,119,87.5964,18.2153,0.0000,146.0000,16.2068,17304,1.0000
277,640,480,143,118.7323,21.3008,0.0000,163.0000,19.5711,18710,1.0000
278,640,480,173,227.5329,34.5669,0.0000,206.0000,31.5161,24285,1.0000
279,640,480,149,172.7528,23.3973,0.0000,188.0000,21.7094,20553,1.0000
280,640,480,123,111.2713,18.7809,0.0000,149.0000,17.3570,17747,1.0000
281,640,480,124,94.8371,19.5337,0.0000,151.0000,18.3259,17327,1.0000
282,640,480,152,173.2828,24.3801,0.0000,184.0000,23.0521,20513,1.0000
283,640,480,122,112.8375,19.5660,0.0000,148.0000,18.4367,17674,1.0000
284,640,480,127,94.4698,20.5087,0.0000,154.0000,19.0479,17501,1.0000
285,640,480,157,149.8356,25.7106,0.0000,203.0000,24.1856,20361,1.0000
286,640,480,159,180.8487,26.1368,0.0000,202.0000,24.6848,20860,1.0000
287,640,480,133,117.0347,20.9509,0.0000,167.0000,19.7538,17954,1.0000
288,640,480,117,77.0674,17.0607,0.0000,141.0000,15.6745,16065,1.0000
289,640,480,147,149.4688,29.1002,0.0000,164.0000,26.3404,20626,1.0000
290,640,480,153,166.4175,26.1795,0.0000,205.0000,22.7386,20800,1.0000
291,640,480,121,107.9044,20.9604,0.0000,162.0000,18.2782,17889,1.0000
292,640,480,185,242.0974,30.9113,0.0000,246.0000,27.4411,24462,1.0000
293,640,480,148,170.3354,25.1595,0.0000,186.0000,22.2957,20783,1.0000
294,640,480,146,158.1727,22.8425,0.0000,169.0000,21.0666,20256,1.0000
295,640,480,170,229.9729,27.3911,0.0000,208.0000,25.3195,23812,1.0000
296,640,480,149,154.9716,23.9137,0.0000,203.0000,21.7290,20421,1.0000
297,640,480,146,148.4807,22.3382,0.0000,185.0000,20.1866,20151,1.0000
298,640,480,171,218.4862,26.7886,0.0000,220.0000,24.2624,23635,1.0000
299,640,480,176,211.4460,28.3639,0.0000,189.0000,25.0520,23765,1.0000
300,640,480,167,234.0739,27.1488,0.0000,222.0000,24.7660,24063,1.0000
301,640,480,148,171.1148,23.1331,0.0000,203.0000,21.3545,20579,1.0000
302,640,480,171,248.2051,27.7291,0.0000,240.0000,25.6668,24009,1.0000
303,640,480,183,254.1493,29.1439,0.0000,237.0000,27.7915,24048,1.0000
304,640,480,150,159.4332,29.1378,0.0000,200.0000,26.7211,20572,1.0000
305,640,480,124,100.4275,23.3403,0.0000,152.0000,21.3590,17649,1.0000
306,640,480,190,269.5008,29.6369,0.0000,253.0000,28.3229,24144,1.0000
307,640,480,196,203.7377,28.8958,0.0000,237.0000,27.7993,23444,1.0000
308,640,480,136,88.6740,19.3004,0.0000,154.0000,18.4936,17024,1.0000
309,640,480,151,166.4884,24.8686,0.0000,160.0000,22.7390,20692,1.0000
310,640,480,201,211.2797,29.4170,0.0000,240.0000,28.9042,23504,1.0000
311,640,480,210,233.4040,29.8407,0.0000,255.0000,29.6588,23623,1.0000
312,640,480,142,102.1173,20.0033,0.0000,176.0000,19.7366,17157,1.0000
313,640,480,157,96.0021,19.8546,0.0000,179.0000,21.1805,16237,1.0000
314,640,480,219,205.3115,28.2510,0.0000,255.0000,31.2161,21423,1.0000
315,640,480,153,91.8352,18.8574,0.0000,183.0000,20.8017,15503,1.0000
316,640,480,155,93.7869,19.0488,0.0000,184.0000,21.2857,15700,1.0000
317,640,480,172,154.9313,34.1189,0.0000,172.0000,29.4735,23828,1.0000
318,640,480,189,150.2763,23.3177,0.0000,225.0000,25.9277,18186,1.0000
319,640,480,153,94.7099,18.6695,0.0000,185.0000,20.7609,15648,1.0000
320,640,480,123,108.4733,19.9530,0.0000,127.0000,18.1965,17857,1.0000
321,640,480,155,99.0765,19.4259,0.0000,180.0000,20.8588,16085,1.0000
322,640,480,171,144.7871,24.1932,0.0000,211.0000,23.9442,19865,1.0000
323,640,480,144,92.8016,19.3977,0.0000,168.0000,19.1604,16988,1.0000
324,640,480,132,87.9892,19.0834,0.0000,158.0000,18.0779,16945,1.0000
325,640,480,154,134.5155,23.1923,0.0000,198.0000,21.4122,19838,1.0000
326,640,480,135,137.6930,26.4666,0.0000,136.0000,23.1951,20464,1.0000
327,640,480,163,139.1583,23.7882,0.0000,205.0000,22.7269,19908,1.0000
328,640,480,135,88.2187,19.0861,0.0000,163.0000,18.1686,17043,1.0000
329,640,480,135,112.6946,27.6878,0.0000,139.0000,23.2474,20536,1.0000
330,640,480,170,147.4561,24.6455,0.0000,214.0000,23.4836,20176,1.0000
331,640,480,137,93.7543,19.7538,0.0000,171.0000,18.8141,17254,1.0000
332,640,480,202,215.8485,30.3302,0.0000,255.0000,29.1792,23679,1.0000
333,640,480,177,148.6678,24.8525,0.0000,213.0000,24.6024,20028,1.0000
334,640,480,182,136.3471,24.8469,0.0000,215.0000,25.5679,19317,1.0000
335,640,480,216,200.6606,29.7757,0.0000,255.0000,30.7357,22814,1.0000
336,640,480,106,87.9131,21.2181,0.0000,107.0000,18.5575,17618,1.0000
337,640,480,187,151.5652,24.5521,0.0000,226.0000,25.6709,19242,1.0000
338,640,480,187,144.2041,25.0170,0.0000,221.0000,25.8150,18705,1.0000
339,640,480,222,210.4510,30.0342,0.0000,255.0000,30.9853,22104,1.0000
