__id,component_id,sum,count,mean_distance,min_distance,max_distance
9231,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9232,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9233,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9234,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9235,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9236,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9237,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9238,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9239,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9240,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9241,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9242,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9243,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9244,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9245,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9246,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9247,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9248,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9249,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9250,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9251,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9252,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9253,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9254,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9255,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9256,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9257,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9258,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9259,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9260,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9261,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9262,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9263,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9264,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9265,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9266,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9267,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9268,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9269,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9270,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9271,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9272,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9273,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9274,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9275,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9276,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9277,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9278,100,564.9821,572.0000,0.9877,0.9637,0.9978
9279,100,564.9821,572.0000,0.9877,0.9637,0.9978
9280,100,564.9821,572.0000,0.9877,0.9637,0.9978
9281,100,564.9821,572.0000,0.9877,0.9637,0.9978
9282,100,564.9821,572.0000,0.9877,0.9637,0.9978
9283,100,564.9821,572.0000,0.9877,0.9637,0.9978
9284,100,564.9821,572.0000,0.9877,0.9637,0.9978
9285,100,564.9821,572.0000,0.9877,0.9637,0.9978
9286,100,564.9821,572.0000,0.9877,0.9637,0.9978
9287,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9288,100,564.9821,572.0000,0.9877,0.9637,0.9978
9289,100,564.9821,572.0000,0.9877,0.9637,0.9978
9290,100,564.9821,572.0000,0.9877,0.9637,0.9978
9291,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9292,100,564.9821,572.0000,0.9877,0.9637,0.9978
9293,100,564.9821,572.0000,0.9877,0.9637,0.9978
9294,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9295,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9296,100,564.9821,572.0000,0.9877,0.9637,0.9978
9297,100,564.9821,572.0000,0.9877,0.9637,0.9978
9298,100,564.9821,572.0000,0.9877,0.9637,0.9978
9299,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9300,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9301,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9302,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9303,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9304,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9305,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9306,100,564.9821,572.0000,0.9877,0.9637,0.9978
9307,100,564.9821,572.0000,0.9877,0.9637,0.9978
9308,100,564.9821,572.0000,0.9877,0.9637,0.9978
9309,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9310,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9311,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9312,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9313,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9314,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9315,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9316,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9317,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9318,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9319,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9320,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9321,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9322,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9323,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9324,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9325,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9326,100,564.9821,572.0000,0.9877,0.9637,0.9978
9327,100,564.9821,572.0000,0.9877,0.9637,0.9978
9328,100,564.9821,572.0000,0.9877,0.9637,0.9978
9329,100,564.9821,572.0000,0.9877,0.9637,0.9978
9330,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9331,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9332,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9333,100,564.9821,572.0000,0.9877,0.9637,0.9978
9334,100,564.9821,572.0000,0.9877,0.9637,0.9978
9335,100,564.9821,572.0000,0.9877,0.9637,0.9978
9336,100,564.9821,572.0000,0.9877,0.9637,0.9978
9337,100,564.9821,572.0000,0.9877,0.9637,0.9978
9338,100,564.9821,572.0000,0.9877,0.9637,0.9978
9339,100,564.9821,572.0000,0.9877,0.9637,0.9978
9340,100,564.9821,572.0000,0.9877,0.9637,0.9978
9341,100,564.9821,572.0000,0.9877,0.9637,0.9978
9342,100,564.9821,572.0000,0.9877,0.9637,0.9978
9343,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9344,565,47.2624,48.0000,0.9846,0.9746,0.9952
9345,565,47.2624,48.0000,0.9846,0.9746,0.9952
9346,100,564.9821,572.0000,0.9877,0.9637,0.9978
9347,100,564.9821,572.0000,0.9877,0.9637,0.9978
9348,100,564.9821,572.0000,0.9877,0.9637,0.9978
9349,100,564.9821,572.0000,0.9877,0.9637,0.9978
9350,100,564.9821,572.0000,0.9877,0.9637,0.9978
9351,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9352,100,564.9821,572.0000,0.9877,0.9637,0.9978
9353,100,564.9821,572.0000,0.9877,0.9637,0.9978
9354,100,564.9821,572.0000,0.9877,0.9637,0.9978
9355,572,103.1418,104.0000,0.9917,0.9804,0.9952
9356,100,564.9821,572.0000,0.9877,0.9637,0.9978
9357,100,564.9821,572.0000,0.9877,0.9637,0.9978
9358,100,564.9821,572.0000,0.9877,0.9637,0.9978
9359,100,564.9821,572.0000,0.9877,0.9637,0.9978
9360,100,564.9821,572.0000,0.9877,0.9637,0.9978
9361,100,564.9821,572.0000,0.9877,0.9637,0.9978
9362,572,103.1418,104.0000,0.9917,0.9804,0.9952
9363,100,564.9821,572.0000,0.9877,0.9637,0.9978
9364,100,564.9821,572.0000,0.9877,0.9637,0.9978
9365,100,564.9821,572.0000,0.9877,0.9637,0.9978
9366,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9367,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9368,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9369,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9370,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9371,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9372,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9373,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9374,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9375,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9376,100,564.9821,572.0000,0.9877,0.9637,0.9978
9377,100,564.9821,572.0000,0.9877,0.9637,0.9978
9378,100,564.9821,572.0000,0.9877,0.9637,0.9978
9379,572,103.1418,104.0000,0.9917,0.9804,0.9952
9380,100,564.9821,572.0000,0.9877,0.9637,0.9978
9381,100,564.9821,572.0000,0.9877,0.9637,0.9978
9382,100,564.9821,572.0000,0.9877,0.9637,0.9978
9383,100,564.9821,572.0000,0.9877,0.9637,0.9978
9384,100,564.9821,572.0000,0.9877,0.9637,0.9978
9385,572,103.1418,104.0000,0.9917,0.9804,0.9952
9386,100,564.9821,572.0000,0.9877,0.9637,0.9978
9387,100,564.9821,572.0000,0.9877,0.9637,0.9978
9388,100,564.9821,572.0000,0.9877,0.9637,0.9978
9389,100,564.9821,572.0000,0.9877,0.9637,0.9978
9390,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9391,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9392,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9393,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9394,100,564.9821,572.0000,0.9877,0.9637,0.9978
9395,100,564.9821,572.0000,0.9877,0.9637,0.9978
9396,100,564.9821,572.0000,0.9877,0.9637,0.9978
9397,100,564.9821,572.0000,0.9877,0.9637,0.9978
9398,572,103.1418,104.0000,0.9917,0.9804,0.9952
9399,100,564.9821,572.0000,0.9877,0.9637,0.9978
9400,100,564.9821,572.0000,0.9877,0.9637,0.9978
9401,100,564.9821,572.0000,0.9877,0.9637,0.9978
9402,100,564.9821,572.0000,0.9877,0.9637,0.9978
9403,100,564.9821,572.0000,0.9877,0.9637,0.9978
9404,100,564.9821,572.0000,0.9877,0.9637,0.9978
9405,100,564.9821,572.0000,0.9877,0.9637,0.9978
9406,100,564.9821,572.0000,0.9877,0.9637,0.9978
9407,453,200.7095,204.0000,0.9839,0.9626,0.9946
9408,574,11.8181,12.0000,0.9848,0.9752,0.9902
9409,574,11.8181,12.0000,0.9848,0.9752,0.9902
9410,574,11.8181,12.0000,0.9848,0.9752,0.9902
9411,100,564.9821,572.0000,0.9877,0.9637,0.9978
9412,100,564.9821,572.0000,0.9877,0.9637,0.9978
9413,100,564.9821,572.0000,0.9877,0.9637,0.9978
9414,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9415,573,15.8888,16.0000,0.9930,0.9918,0.9939
9416,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9417,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9418,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9419,100,564.9821,572.0000,0.9877,0.9637,0.9978
9420,100,564.9821,572.0000,0.9877,0.9637,0.9978
9421,100,564.9821,572.0000,0.9877,0.9637,0.9978
9422,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9423,100,564.9821,572.0000,0.9877,0.9637,0.9978
9424,100,564.9821,572.0000,0.9877,0.9637,0.9978
9425,100,564.9821,572.0000,0.9877,0.9637,0.9978
9426,100,564.9821,572.0000,0.9877,0.9637,0.9978
9427,100,564.9821,572.0000,0.9877,0.9637,0.9978
9428,100,564.9821,572.0000,0.9877,0.9637,0.9978
9429,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9430,100,564.9821,572.0000,0.9877,0.9637,0.9978
9431,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9432,100,564.9821,572.0000,0.9877,0.9637,0.9978
9433,100,564.9821,572.0000,0.9877,0.9637,0.9978
9434,100,564.9821,572.0000,0.9877,0.9637,0.9978
9435,100,564.9821,572.0000,0.9877,0.9637,0.9978
9436,100,564.9821,572.0000,0.9877,0.9637,0.9978
9437,100,564.9821,572.0000,0.9877,0.9637,0.9978
9438,100,564.9821,572.0000,0.9877,0.9637,0.9978
9439,575,83.0564,84.0000,0.9888,0.9714,0.9963
9440,575,83.0564,84.0000,0.9888,0.9714,0.9963
9441,575,83.0564,84.0000,0.9888,0.9714,0.9963
9442,575,83.0564,84.0000,0.9888,0.9714,0.9963
9443,575,83.0564,84.0000,0.9888,0.9714,0.9963
9444,575,83.0564,84.0000,0.9888,0.9714,0.9963
9445,575,83.0564,84.0000,0.9888,0.9714,0.9963
9446,575,83.0564,84.0000,0.9888,0.9714,0.9963
9447,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9448,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9449,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9450,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9451,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9452,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9453,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9454,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9455,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9456,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9457,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9458,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9459,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9460,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9461,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9462,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9463,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9464,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9465,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9466,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9467,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9468,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9469,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9470,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9471,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9472,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9473,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9474,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9475,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9476,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9477,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9478,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9479,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9480,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9481,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9482,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9483,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9484,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9485,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9486,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9487,575,83.0564,84.0000,0.9888,0.9714,0.9963
9488,575,83.0564,84.0000,0.9888,0.9714,0.9963
9489,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9490,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9491,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9492,575,83.0564,84.0000,0.9888,0.9714,0.9963
9493,575,83.0564,84.0000,0.9888,0.9714,0.9963
9494,575,83.0564,84.0000,0.9888,0.9714,0.9963
9495,576,59.3866,60.0000,0.9898,0.9814,0.9963
9496,575,83.0564,84.0000,0.9888,0.9714,0.9963
9497,575,83.0564,84.0000,0.9888,0.9714,0.9963
9498,576,59.3866,60.0000,0.9898,0.9814,0.9963
9499,576,59.3866,60.0000,0.9898,0.9814,0.9963
9500,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9501,576,59.3866,60.0000,0.9898,0.9814,0.9963
9502,577,59.2375,60.0000,0.9873,0.9759,0.9949
9503,577,59.2375,60.0000,0.9873,0.9759,0.9949
9504,577,59.2375,60.0000,0.9873,0.9759,0.9949
9505,577,59.2375,60.0000,0.9873,0.9759,0.9949
9506,577,59.2375,60.0000,0.9873,0.9759,0.9949
9507,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9508,577,59.2375,60.0000,0.9873,0.9759,0.9949
9509,577,59.2375,60.0000,0.9873,0.9759,0.9949
9510,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9511,576,59.3866,60.0000,0.9898,0.9814,0.9963
9512,576,59.3866,60.0000,0.9898,0.9814,0.9963
9513,576,59.3866,60.0000,0.9898,0.9814,0.9963
9514,576,59.3866,60.0000,0.9898,0.9814,0.9963
9515,576,59.3866,60.0000,0.9898,0.9814,0.9963
9516,576,59.3866,60.0000,0.9898,0.9814,0.9963
9517,576,59.3866,60.0000,0.9898,0.9814,0.9963
9518,575,83.0564,84.0000,0.9888,0.9714,0.9963
9519,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9520,575,83.0564,84.0000,0.9888,0.9714,0.9963
9521,575,83.0564,84.0000,0.9888,0.9714,0.9963
9522,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9523,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9524,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9525,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9526,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9527,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9528,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9529,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9530,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9531,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9532,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9533,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9534,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9535,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9536,575,83.0564,84.0000,0.9888,0.9714,0.9963
9537,575,83.0564,84.0000,0.9888,0.9714,0.9963
9538,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9539,575,83.0564,84.0000,0.9888,0.9714,0.9963
9540,576,59.3866,60.0000,0.9898,0.9814,0.9963
9541,576,59.3866,60.0000,0.9898,0.9814,0.9963
9542,576,59.3866,60.0000,0.9898,0.9814,0.9963
9543,576,59.3866,60.0000,0.9898,0.9814,0.9963
9544,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9545,577,59.2375,60.0000,0.9873,0.9759,0.9949
9546,577,59.2375,60.0000,0.9873,0.9759,0.9949
9547,577,59.2375,60.0000,0.9873,0.9759,0.9949
9548,577,59.2375,60.0000,0.9873,0.9759,0.9949
9549,577,59.2375,60.0000,0.9873,0.9759,0.9949
9550,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9551,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9552,577,59.2375,60.0000,0.9873,0.9759,0.9949
9553,577,59.2375,60.0000,0.9873,0.9759,0.9949
9554,577,59.2375,60.0000,0.9873,0.9759,0.9949
9555,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9556,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9557,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9558,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9559,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9560,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9561,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9562,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9563,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9564,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9565,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9566,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9567,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9568,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9569,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9570,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9571,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9572,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9573,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9574,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9575,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9576,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9577,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9578,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9579,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9580,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9581,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9582,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9583,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9584,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9585,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9586,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9587,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9588,307,3360.6309,3406.0000,0.9867,0.9620,0.9979
9589,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9590,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9591,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9592,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9593,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9594,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9595,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9596,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9597,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9598,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
9599,578,37.2314,38.0000,0.9798,0.9673,0.9946
9600,578,37.2314,38.0000,0.9798,0.9673,0.9946
9601,579,88.2395,90.0000,0.9804,0.9668,0.9942
9602,579,88.2395,90.0000,0.9804,0.9668,0.9942
9603,579,88.2395,90.0000,0.9804,0.9668,0.9942
9604,579,88.2395,90.0000,0.9804,0.9668,0.9942
9605,580,166.5831,170.0000,0.9799,0.9639,0.9939
9606,579,88.2395,90.0000,0.9804,0.9668,0.9942
9607,579,88.2395,90.0000,0.9804,0.9668,0.9942
9608,579,88.2395,90.0000,0.9804,0.9668,0.9942
9609,579,88.2395,90.0000,0.9804,0.9668,0.9942
9610,579,88.2395,90.0000,0.9804,0.9668,0.9942
9611,579,88.2395,90.0000,0.9804,0.9668,0.9942
9612,579,88.2395,90.0000,0.9804,0.9668,0.9942
9613,579,88.2395,90.0000,0.9804,0.9668,0.9942
9614,579,88.2395,90.0000,0.9804,0.9668,0.9942
9615,581,23.4172,24.0000,0.9757,0.9623,0.9902
9616,581,23.4172,24.0000,0.9757,0.9623,0.9902
9617,581,23.4172,24.0000,0.9757,0.9623,0.9902
9618,581,23.4172,24.0000,0.9757,0.9623,0.9902
9619,578,37.2314,38.0000,0.9798,0.9673,0.9946
9620,581,23.4172,24.0000,0.9757,0.9623,0.9902
9621,581,23.4172,24.0000,0.9757,0.9623,0.9902
9622,579,88.2395,90.0000,0.9804,0.9668,0.9942
9623,579,88.2395,90.0000,0.9804,0.9668,0.9942
9624,579,88.2395,90.0000,0.9804,0.9668,0.9942
9625,579,88.2395,90.0000,0.9804,0.9668,0.9942
9626,579,88.2395,90.0000,0.9804,0.9668,0.9942
9627,579,88.2395,90.0000,0.9804,0.9668,0.9942
9628,582,97.7120,100.0000,0.9771,0.9604,0.9922
9629,579,88.2395,90.0000,0.9804,0.9668,0.9942
9630,579,88.2395,90.0000,0.9804,0.9668,0.9942
9631,579,88.2395,90.0000,0.9804,0.9668,0.9942
9632,579,88.2395,90.0000,0.9804,0.9668,0.9942
9633,583,0.0000,0.0000,0.0000,0.0000,0.0000
9634,582,97.7120,100.0000,0.9771,0.9604,0.9922
9635,584,62.5101,64.0000,0.9767,0.9610,0.9945
9636,584,62.5101,64.0000,0.9767,0.9610,0.9945
9637,584,62.5101,64.0000,0.9767,0.9610,0.9945
9638,578,37.2314,38.0000,0.9798,0.9673,0.9946
9639,578,37.2314,38.0000,0.9798,0.9673,0.9946
9640,584,62.5101,64.0000,0.9767,0.9610,0.9945
9641,580,166.5831,170.0000,0.9799,0.9639,0.9939
9642,584,62.5101,64.0000,0.9767,0.9610,0.9945
9643,584,62.5101,64.0000,0.9767,0.9610,0.9945
9644,584,62.5101,64.0000,0.9767,0.9610,0.9945
9645,584,62.5101,64.0000,0.9767,0.9610,0.9945
9646,584,62.5101,64.0000,0.9767,0.9610,0.9945
9647,580,166.5831,170.0000,0.9799,0.9639,0.9939
9648,584,62.5101,64.0000,0.9767,0.9610,0.9945
9649,584,62.5101,64.0000,0.9767,0.9610,0.9945
9650,585,3.9678,4.0000,0.9920,0.9920,0.9920
9651,585,3.9678,4.0000,0.9920,0.9920,0.9920
9652,586,64.6636,66.0000,0.9798,0.9682,0.9915
9653,586,64.6636,66.0000,0.9798,0.9682,0.9915
9654,586,64.6636,66.0000,0.9798,0.9682,0.9915
9655,586,64.6636,66.0000,0.9798,0.9682,0.9915
9656,586,64.6636,66.0000,0.9798,0.9682,0.9915
9657,578,37.2314,38.0000,0.9798,0.9673,0.9946
9658,578,37.2314,38.0000,0.9798,0.9673,0.9946
9659,586,64.6636,66.0000,0.9798,0.9682,0.9915
9660,587,21.4153,22.0000,0.9734,0.9601,0.9928
9661,586,64.6636,66.0000,0.9798,0.9682,0.9915
9662,586,64.6636,66.0000,0.9798,0.9682,0.9915
9663,588,19.5608,20.0000,0.9780,0.9623,0.9907
9664,588,19.5608,20.0000,0.9780,0.9623,0.9907
9665,586,64.6636,66.0000,0.9798,0.9682,0.9915
9666,588,19.5608,20.0000,0.9780,0.9623,0.9907
9667,588,19.5608,20.0000,0.9780,0.9623,0.9907
9668,586,64.6636,66.0000,0.9798,0.9682,0.9915
9669,586,64.6636,66.0000,0.9798,0.9682,0.9915
9670,589,52.8808,54.0000,0.9793,0.9668,0.9945
9671,580,166.5831,170.0000,0.9799,0.9639,0.9939
9672,589,52.8808,54.0000,0.9793,0.9668,0.9945
9673,589,52.8808,54.0000,0.9793,0.9668,0.9945
9674,589,52.8808,54.0000,0.9793,0.9668,0.9945
9675,589,52.8808,54.0000,0.9793,0.9668,0.9945
9676,589,52.8808,54.0000,0.9793,0.9668,0.9945
9677,589,52.8808,54.0000,0.9793,0.9668,0.9945
9678,590,11.7367,12.0000,0.9781,0.9682,0.9901
9679,591,86.7211,88.0000,0.9855,0.9763,0.9931
9680,591,86.7211,88.0000,0.9855,0.9763,0.9931
9681,591,86.7211,88.0000,0.9855,0.9763,0.9931
