__id,component_id,sum,count,mean_distance,min_distance,max_distance
3440,182,860.7284,872.0000,0.9871,0.9706,0.9970
3441,182,860.7284,872.0000,0.9871,0.9706,0.9970
3442,182,860.7284,872.0000,0.9871,0.9706,0.9970
3443,183,929.2861,942.0000,0.9865,0.9620,0.9961
3444,182,860.7284,872.0000,0.9871,0.9706,0.9970
3445,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3446,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3447,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3448,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3449,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3450,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3451,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3452,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3453,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3454,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3455,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3456,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3457,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3458,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3459,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3460,183,929.2861,942.0000,0.9865,0.9620,0.9961
3461,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3462,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3463,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3464,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3465,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3466,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3467,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3468,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3469,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3470,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3471,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3472,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3473,183,929.2861,942.0000,0.9865,0.9620,0.9961
3474,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3475,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3476,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3477,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3478,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3479,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3480,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3481,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3482,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3483,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3484,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3485,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3486,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3487,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3488,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3489,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3490,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3491,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3492,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3493,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3494,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3495,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3496,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3497,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3498,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3499,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3500,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3501,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3502,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3503,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3504,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3505,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3506,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3507,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3508,183,929.2861,942.0000,0.9865,0.9620,0.9961
3509,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3510,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3511,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3512,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3513,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3514,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3515,183,929.2861,942.0000,0.9865,0.9620,0.9961
3516,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3517,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3518,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3519,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3520,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3521,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3522,183,929.2861,942.0000,0.9865,0.9620,0.9961
3523,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3524,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3525,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3526,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3527,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3528,183,929.2861,942.0000,0.9865,0.9620,0.9961
3529,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3530,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3531,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3532,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3533,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3534,191,15.7442,16.0000,0.9840,0.9765,0.9920
3535,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3536,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3537,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3538,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3539,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3540,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3541,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3542,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3543,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3544,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3545,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3546,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3547,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3548,185,718.5431,728.0000,0.9870,0.9609,0.9981
3549,185,718.5431,728.0000,0.9870,0.9609,0.9981
3550,185,718.5431,728.0000,0.9870,0.9609,0.9981
3551,185,718.5431,728.0000,0.9870,0.9609,0.9981
3552,183,929.2861,942.0000,0.9865,0.9620,0.9961
3553,185,718.5431,728.0000,0.9870,0.9609,0.9981
3554,185,718.5431,728.0000,0.9870,0.9609,0.9981
3555,185,718.5431,728.0000,0.9870,0.9609,0.9981
3556,185,718.5431,728.0000,0.9870,0.9609,0.9981
3557,185,718.5431,728.0000,0.9870,0.9609,0.9981
3558,183,929.2861,942.0000,0.9865,0.9620,0.9961
3559,185,718.5431,728.0000,0.9870,0.9609,0.9981
3560,185,718.5431,728.0000,0.9870,0.9609,0.9981
3561,185,718.5431,728.0000,0.9870,0.9609,0.9981
3562,185,718.5431,728.0000,0.9870,0.9609,0.9981
3563,185,718.5431,728.0000,0.9870,0.9609,0.9981
3564,185,718.5431,728.0000,0.9870,0.9609,0.9981
3565,183,929.2861,942.0000,0.9865,0.9620,0.9961
3566,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3567,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3568,185,718.5431,728.0000,0.9870,0.9609,0.9981
3569,185,718.5431,728.0000,0.9870,0.9609,0.9981
3570,185,718.5431,728.0000,0.9870,0.9609,0.9981
3571,185,718.5431,728.0000,0.9870,0.9609,0.9981
3572,185,718.5431,728.0000,0.9870,0.9609,0.9981
3573,185,718.5431,728.0000,0.9870,0.9609,0.9981
3574,185,718.5431,728.0000,0.9870,0.9609,0.9981
3575,185,718.5431,728.0000,0.9870,0.9609,0.9981
3576,185,718.5431,728.0000,0.9870,0.9609,0.9981
3577,185,718.5431,728.0000,0.9870,0.9609,0.9981
3578,185,718.5431,728.0000,0.9870,0.9609,0.9981
3579,185,718.5431,728.0000,0.9870,0.9609,0.9981
3580,185,718.5431,728.0000,0.9870,0.9609,0.9981
3581,185,718.5431,728.0000,0.9870,0.9609,0.9981
3582,185,718.5431,728.0000,0.9870,0.9609,0.9981
3583,183,929.2861,942.0000,0.9865,0.9620,0.9961
3584,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3585,185,718.5431,728.0000,0.9870,0.9609,0.9981
3586,185,718.5431,728.0000,0.9870,0.9609,0.9981
3587,185,718.5431,728.0000,0.9870,0.9609,0.9981
3588,185,718.5431,728.0000,0.9870,0.9609,0.9981
3589,185,718.5431,728.0000,0.9870,0.9609,0.9981
3590,185,718.5431,728.0000,0.9870,0.9609,0.9981
3591,185,718.5431,728.0000,0.9870,0.9609,0.9981
3592,185,718.5431,728.0000,0.9870,0.9609,0.9981
3593,185,718.5431,728.0000,0.9870,0.9609,0.9981
3594,183,929.2861,942.0000,0.9865,0.9620,0.9961
3595,191,15.7442,16.0000,0.9840,0.9765,0.9920
3596,185,718.5431,728.0000,0.9870,0.9609,0.9981
3597,185,718.5431,728.0000,0.9870,0.9609,0.9981
3598,185,718.5431,728.0000,0.9870,0.9609,0.9981
3599,185,718.5431,728.0000,0.9870,0.9609,0.9981
3600,185,718.5431,728.0000,0.9870,0.9609,0.9981
3601,185,718.5431,728.0000,0.9870,0.9609,0.9981
3602,183,929.2861,942.0000,0.9865,0.9620,0.9961
3603,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3604,185,718.5431,728.0000,0.9870,0.9609,0.9981
3605,185,718.5431,728.0000,0.9870,0.9609,0.9981
3606,185,718.5431,728.0000,0.9870,0.9609,0.9981
3607,185,718.5431,728.0000,0.9870,0.9609,0.9981
3608,185,718.5431,728.0000,0.9870,0.9609,0.9981
3609,185,718.5431,728.0000,0.9870,0.9609,0.9981
3610,185,718.5431,728.0000,0.9870,0.9609,0.9981
3611,185,718.5431,728.0000,0.9870,0.9609,0.9981
3612,183,929.2861,942.0000,0.9865,0.9620,0.9961
3613,183,929.2861,942.0000,0.9865,0.9620,0.9961
3614,183,929.2861,942.0000,0.9865,0.9620,0.9961
3615,183,929.2861,942.0000,0.9865,0.9620,0.9961
3616,183,929.2861,942.0000,0.9865,0.9620,0.9961
3617,183,929.2861,942.0000,0.9865,0.9620,0.9961
3618,183,929.2861,942.0000,0.9865,0.9620,0.9961
3619,183,929.2861,942.0000,0.9865,0.9620,0.9961
3620,183,929.2861,942.0000,0.9865,0.9620,0.9961
3621,183,929.2861,942.0000,0.9865,0.9620,0.9961
3622,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3623,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3624,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3625,183,929.2861,942.0000,0.9865,0.9620,0.9961
3626,183,929.2861,942.0000,0.9865,0.9620,0.9961
3627,183,929.2861,942.0000,0.9865,0.9620,0.9961
3628,183,929.2861,942.0000,0.9865,0.9620,0.9961
3629,183,929.2861,942.0000,0.9865,0.9620,0.9961
3630,183,929.2861,942.0000,0.9865,0.9620,0.9961
3631,183,929.2861,942.0000,0.9865,0.9620,0.9961
3632,183,929.2861,942.0000,0.9865,0.9620,0.9961
3633,183,929.2861,942.0000,0.9865,0.9620,0.9961
3634,183,929.2861,942.0000,0.9865,0.9620,0.9961
3635,183,929.2861,942.0000,0.9865,0.9620,0.9961
3636,183,929.2861,942.0000,0.9865,0.9620,0.9961
3637,183,929.2861,942.0000,0.9865,0.9620,0.9961
3638,183,929.2861,942.0000,0.9865,0.9620,0.9961
3639,183,929.2861,942.0000,0.9865,0.9620,0.9961
3640,183,929.2861,942.0000,0.9865,0.9620,0.9961
3641,183,929.2861,942.0000,0.9865,0.9620,0.9961
3642,183,929.2861,942.0000,0.9865,0.9620,0.9961
3643,183,929.2861,942.0000,0.9865,0.9620,0.9961
3644,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3645,183,929.2861,942.0000,0.9865,0.9620,0.9961
3646,183,929.2861,942.0000,0.9865,0.9620,0.9961
3647,183,929.2861,942.0000,0.9865,0.9620,0.9961
3648,183,929.2861,942.0000,0.9865,0.9620,0.9961
3649,183,929.2861,942.0000,0.9865,0.9620,0.9961
3650,183,929.2861,942.0000,0.9865,0.9620,0.9961
3651,183,929.2861,942.0000,0.9865,0.9620,0.9961
3652,193,11.8645,12.0000,0.9887,0.9821,0.9935
3653,193,11.8645,12.0000,0.9887,0.9821,0.9935
3654,193,11.8645,12.0000,0.9887,0.9821,0.9935
3655,194,31.4916,32.0000,0.9841,0.9783,0.9878
3656,183,929.2861,942.0000,0.9865,0.9620,0.9961
3657,194,31.4916,32.0000,0.9841,0.9783,0.9878
3658,194,31.4916,32.0000,0.9841,0.9783,0.9878
3659,194,31.4916,32.0000,0.9841,0.9783,0.9878
3660,194,31.4916,32.0000,0.9841,0.9783,0.9878
3661,183,929.2861,942.0000,0.9865,0.9620,0.9961
3662,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3663,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3664,183,929.2861,942.0000,0.9865,0.9620,0.9961
3665,183,929.2861,942.0000,0.9865,0.9620,0.9961
3666,183,929.2861,942.0000,0.9865,0.9620,0.9961
3667,183,929.2861,942.0000,0.9865,0.9620,0.9961
3668,183,929.2861,942.0000,0.9865,0.9620,0.9961
3669,183,929.2861,942.0000,0.9865,0.9620,0.9961
3670,183,929.2861,942.0000,0.9865,0.9620,0.9961
3671,183,929.2861,942.0000,0.9865,0.9620,0.9961
3672,183,929.2861,942.0000,0.9865,0.9620,0.9961
3673,183,929.2861,942.0000,0.9865,0.9620,0.9961
3674,183,929.2861,942.0000,0.9865,0.9620,0.9961
3675,183,929.2861,942.0000,0.9865,0.9620,0.9961
3676,183,929.2861,942.0000,0.9865,0.9620,0.9961
3677,183,929.2861,942.0000,0.9865,0.9620,0.9961
3678,183,929.2861,942.0000,0.9865,0.9620,0.9961
3679,195,23.7776,24.0000,0.9907,0.9861,0.9930
3680,195,23.7776,24.0000,0.9907,0.9861,0.9930
3681,195,23.7776,24.0000,0.9907,0.9861,0.9930
3682,195,23.7776,24.0000,0.9907,0.9861,0.9930
3683,195,23.7776,24.0000,0.9907,0.9861,0.9930
3684,195,23.7776,24.0000,0.9907,0.9861,0.9930
3685,194,31.4916,32.0000,0.9841,0.9783,0.9878
3686,183,929.2861,942.0000,0.9865,0.9620,0.9961
3687,194,31.4916,32.0000,0.9841,0.9783,0.9878
3688,194,31.4916,32.0000,0.9841,0.9783,0.9878
3689,183,929.2861,942.0000,0.9865,0.9620,0.9961
3690,183,929.2861,942.0000,0.9865,0.9620,0.9961
3691,183,929.2861,942.0000,0.9865,0.9620,0.9961
3692,183,929.2861,942.0000,0.9865,0.9620,0.9961
3693,183,929.2861,942.0000,0.9865,0.9620,0.9961
3694,183,929.2861,942.0000,0.9865,0.9620,0.9961
3695,183,929.2861,942.0000,0.9865,0.9620,0.9961
3696,183,929.2861,942.0000,0.9865,0.9620,0.9961
3697,183,929.2861,942.0000,0.9865,0.9620,0.9961
3698,183,929.2861,942.0000,0.9865,0.9620,0.9961
3699,183,929.2861,942.0000,0.9865,0.9620,0.9961
3700,183,929.2861,942.0000,0.9865,0.9620,0.9961
3701,183,929.2861,942.0000,0.9865,0.9620,0.9961
3702,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3703,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3704,183,929.2861,942.0000,0.9865,0.9620,0.9961
3705,183,929.2861,942.0000,0.9865,0.9620,0.9961
3706,183,929.2861,942.0000,0.9865,0.9620,0.9961
3707,183,929.2861,942.0000,0.9865,0.9620,0.9961
3708,183,929.2861,942.0000,0.9865,0.9620,0.9961
3709,183,929.2861,942.0000,0.9865,0.9620,0.9961
3710,183,929.2861,942.0000,0.9865,0.9620,0.9961
3711,183,929.2861,942.0000,0.9865,0.9620,0.9961
3712,183,929.2861,942.0000,0.9865,0.9620,0.9961
3713,183,929.2861,942.0000,0.9865,0.9620,0.9961
3714,183,929.2861,942.0000,0.9865,0.9620,0.9961
3715,183,929.2861,942.0000,0.9865,0.9620,0.9961
3716,183,929.2861,942.0000,0.9865,0.9620,0.9961
3717,183,929.2861,942.0000,0.9865,0.9620,0.9961
3718,183,929.2861,942.0000,0.9865,0.9620,0.9961
3719,183,929.2861,942.0000,0.9865,0.9620,0.9961
3720,183,929.2861,942.0000,0.9865,0.9620,0.9961
3721,183,929.2861,942.0000,0.9865,0.9620,0.9961
3722,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3723,182,860.7284,872.0000,0.9871,0.9706,0.9970
3724,182,860.7284,872.0000,0.9871,0.9706,0.9970
3725,196,11.8318,12.0000,0.9860,0.9805,0.9908
3726,196,11.8318,12.0000,0.9860,0.9805,0.9908
3727,196,11.8318,12.0000,0.9860,0.9805,0.9908
3728,183,929.2861,942.0000,0.9865,0.9620,0.9961
3729,182,860.7284,872.0000,0.9871,0.9706,0.9970
3730,182,860.7284,872.0000,0.9871,0.9706,0.9970
3731,182,860.7284,872.0000,0.9871,0.9706,0.9970
3732,182,860.7284,872.0000,0.9871,0.9706,0.9970
3733,182,860.7284,872.0000,0.9871,0.9706,0.9970
3734,182,860.7284,872.0000,0.9871,0.9706,0.9970
3735,183,929.2861,942.0000,0.9865,0.9620,0.9961
3736,182,860.7284,872.0000,0.9871,0.9706,0.9970
3737,182,860.7284,872.0000,0.9871,0.9706,0.9970
3738,182,860.7284,872.0000,0.9871,0.9706,0.9970
3739,182,860.7284,872.0000,0.9871,0.9706,0.9970
3740,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3741,183,929.2861,942.0000,0.9865,0.9620,0.9961
3742,182,860.7284,872.0000,0.9871,0.9706,0.9970
3743,182,860.7284,872.0000,0.9871,0.9706,0.9970
3744,182,860.7284,872.0000,0.9871,0.9706,0.9970
3745,182,860.7284,872.0000,0.9871,0.9706,0.9970
3746,182,860.7284,872.0000,0.9871,0.9706,0.9970
3747,182,860.7284,872.0000,0.9871,0.9706,0.9970
3748,182,860.7284,872.0000,0.9871,0.9706,0.9970
3749,182,860.7284,872.0000,0.9871,0.9706,0.9970
3750,182,860.7284,872.0000,0.9871,0.9706,0.9970
3751,182,860.7284,872.0000,0.9871,0.9706,0.9970
3752,182,860.7284,872.0000,0.9871,0.9706,0.9970
3753,182,860.7284,872.0000,0.9871,0.9706,0.9970
3754,182,860.7284,872.0000,0.9871,0.9706,0.9970
3755,182,860.7284,872.0000,0.9871,0.9706,0.9970
3756,182,860.7284,872.0000,0.9871,0.9706,0.9970
3757,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3758,183,929.2861,942.0000,0.9865,0.9620,0.9961
3759,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3760,182,860.7284,872.0000,0.9871,0.9706,0.9970
3761,182,860.7284,872.0000,0.9871,0.9706,0.9970
3762,182,860.7284,872.0000,0.9871,0.9706,0.9970
3763,182,860.7284,872.0000,0.9871,0.9706,0.9970
3764,182,860.7284,872.0000,0.9871,0.9706,0.9970
3765,182,860.7284,872.0000,0.9871,0.9706,0.9970
3766,182,860.7284,872.0000,0.9871,0.9706,0.9970
3767,182,860.7284,872.0000,0.9871,0.9706,0.9970
3768,184,202.3421,206.0000,0.9822,0.9639,0.9951
3769,184,202.3421,206.0000,0.9822,0.9639,0.9951
3770,183,929.2861,942.0000,0.9865,0.9620,0.9961
3771,182,860.7284,872.0000,0.9871,0.9706,0.9970
3772,184,202.3421,206.0000,0.9822,0.9639,0.9951
3773,182,860.7284,872.0000,0.9871,0.9706,0.9970
3774,184,202.3421,206.0000,0.9822,0.9639,0.9951
3775,182,860.7284,872.0000,0.9871,0.9706,0.9970
3776,182,860.7284,872.0000,0.9871,0.9706,0.9970
3777,183,929.2861,942.0000,0.9865,0.9620,0.9961
3778,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3779,182,860.7284,872.0000,0.9871,0.9706,0.9970
3780,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3781,182,860.7284,872.0000,0.9871,0.9706,0.9970
3782,182,860.7284,872.0000,0.9871,0.9706,0.9970
3783,182,860.7284,872.0000,0.9871,0.9706,0.9970
3784,182,860.7284,872.0000,0.9871,0.9706,0.9970
3785,182,860.7284,872.0000,0.9871,0.9706,0.9970
3786,182,860.7284,872.0000,0.9871,0.9706,0.9970
3787,182,860.7284,872.0000,0.9871,0.9706,0.9970
3788,184,202.3421,206.0000,0.9822,0.9639,0.9951
3789,182,860.7284,872.0000,0.9871,0.9706,0.9970
3790,182,860.7284,872.0000,0.9871,0.9706,0.9970
3791,182,860.7284,872.0000,0.9871,0.9706,0.9970
3792,182,860.7284,872.0000,0.9871,0.9706,0.9970
3793,182,860.7284,872.0000,0.9871,0.9706,0.9970
3794,182,860.7284,872.0000,0.9871,0.9706,0.9970
3795,182,860.7284,872.0000,0.9871,0.9706,0.9970
3796,183,929.2861,942.0000,0.9865,0.9620,0.9961
3797,182,860.7284,872.0000,0.9871,0.9706,0.9970
3798,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3799,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3800,182,860.7284,872.0000,0.9871,0.9706,0.9970
3801,182,860.7284,872.0000,0.9871,0.9706,0.9970
3802,183,929.2861,942.0000,0.9865,0.9620,0.9961
3803,182,860.7284,872.0000,0.9871,0.9706,0.9970
3804,182,860.7284,872.0000,0.9871,0.9706,0.9970
3805,182,860.7284,872.0000,0.9871,0.9706,0.9970
3806,182,860.7284,872.0000,0.9871,0.9706,0.9970
3807,182,860.7284,872.0000,0.9871,0.9706,0.9970
3808,182,860.7284,872.0000,0.9871,0.9706,0.9970
3809,182,860.7284,872.0000,0.9871,0.9706,0.9970
3810,182,860.7284,872.0000,0.9871,0.9706,0.9970
3811,182,860.7284,872.0000,0.9871,0.9706,0.9970
3812,182,860.7284,872.0000,0.9871,0.9706,0.9970
3813,182,860.7284,872.0000,0.9871,0.9706,0.9970
3814,183,929.2861,942.0000,0.9865,0.9620,0.9961
3815,182,860.7284,872.0000,0.9871,0.9706,0.9970
3816,182,860.7284,872.0000,0.9871,0.9706,0.9970
3817,182,860.7284,872.0000,0.9871,0.9706,0.9970
3818,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3819,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3820,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3821,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
3822,182,860.7284,872.0000,0.9871,0.9706,0.9970
3823,182,860.7284,872.0000,0.9871,0.9706,0.9970
3824,182,860.7284,872.0000,0.9871,0.9706,0.9970
3825,182,860.7284,872.0000,0.9871,0.9706,0.9970
3826,183,929.2861,942.0000,0.9865,0.9620,0.9961
3827,182,860.7284,872.0000,0.9871,0.9706,0.9970
3828,182,860.7284,872.0000,0.9871,0.9706,0.9970
3829,182,860.7284,872.0000,0.9871,0.9706,0.9970
3830,182,860.7284,872.0000,0.9871,0.9706,0.9970
3831,182,860.7284,872.0000,0.9871,0.9706,0.9970
3832,182,860.7284,872.0000,0.9871,0.9706,0.9970
3833,182,860.7284,872.0000,0.9871,0.9706,0.9970
3834,182,860.7284,872.0000,0.9871,0.9706,0.9970
3835,182,860.7284,872.0000,0.9871,0.9706,0.9970
3836,182,860.7284,872.0000,0.9871,0.9706,0.9970
3837,182,860.7284,872.0000,0.9871,0.9706,0.9970
3838,183,929.2861,942.0000,0.9865,0.9620,0.9961
3839,197,45.0811,46.0000,0.9800,0.9642,0.9935
3840,197,45.0811,46.0000,0.9800,0.9642,0.9935
3841,197,45.0811,46.0000,0.9800,0.9642,0.9935
3842,197,45.0811,46.0000,0.9800,0.9642,0.9935
3843,197,45.0811,46.0000,0.9800,0.9642,0.9935
3844,198,11.7509,12.0000,0.9792,0.9700,0.9941
3845,197,45.0811,46.0000,0.9800,0.9642,0.9935
3846,197,45.0811,46.0000,0.9800,0.9642,0.9935
3847,199,27.2998,28.0000,0.9750,0.9600,0.9927
3848,199,27.2998,28.0000,0.9750,0.9600,0.9927
3849,199,27.2998,28.0000,0.9750,0.9600,0.9927
3850,200,3.9644,4.0000,0.9911,0.9911,0.9911
3851,198,11.7509,12.0000,0.9792,0.9700,0.9941
3852,200,3.9644,4.0000,0.9911,0.9911,0.9911
3853,201,107.4371,110.0000,0.9767,0.9603,0.9892
3854,202,117.2921,120.0000,0.9774,0.9664,0.9913
3855,202,117.2921,120.0000,0.9774,0.9664,0.9913
3856,202,117.2921,120.0000,0.9774,0.9664,0.9913
3857,202,117.2921,120.0000,0.9774,0.9664,0.9913
3858,202,117.2921,120.0000,0.9774,0.9664,0.9913
3859,202,117.2921,120.0000,0.9774,0.9664,0.9913
3860,202,117.2921,120.0000,0.9774,0.9664,0.9913
3861,202,117.2921,120.0000,0.9774,0.9664,0.9913
3862,202,117.2921,120.0000,0.9774,0.9664,0.9913
3863,202,117.2921,120.0000,0.9774,0.9664,0.9913
3864,202,117.2921,120.0000,0.9774,0.9664,0.9913
3865,202,117.2921,120.0000,0.9774,0.9664,0.9913
3866,202,117.2921,120.0000,0.9774,0.9664,0.9913
3867,202,117.2921,120.0000,0.9774,0.9664,0.9913
3868,201,107.4371,110.0000,0.9767,0.9603,0.9892
3869,203,29.3894,30.0000,0.9796,0.9610,0.9898
3870,202,117.2921,120.0000,0.9774,0.9664,0.9913
3871,202,117.2921,120.0000,0.9774,0.9664,0.9913
3872,202,117.2921,120.0000,0.9774,0.9664,0.9913
3873,202,117.2921,120.0000,0.9774,0.9664,0.9913
3874,202,117.2921,120.0000,0.9774,0.9664,0.9913
3875,203,29.3894,30.0000,0.9796,0.9610,0.9898
3876,202,117.2921,120.0000,0.9774,0.9664,0.9913
3877,202,117.2921,120.0000,0.9774,0.9664,0.9913
3878,202,117.2921,120.0000,0.9774,0.9664,0.9913
3879,202,117.2921,120.0000,0.9774,0.9664,0.9913
3880,202,117.2921,120.0000,0.9774,0.9664,0.9913
3881,202,117.2921,120.0000,0.9774,0.9664,0.9913
3882,202,117.2921,120.0000,0.9774,0.9664,0.9913
3883,202,117.2921,120.0000,0.9774,0.9664,0.9913
3884,202,117.2921,120.0000,0.9774,0.9664,0.9913
3885,202,117.2921,120.0000,0.9774,0.9664,0.9913
3886,202,117.2921,120.0000,0.9774,0.9664,0.9913
3887,203,29.3894,30.0000,0.9796,0.9610,0.9898
3888,201,107.4371,110.0000,0.9767,0.9603,0.9892
3889,201,107.4371,110.0000,0.9767,0.9603,0.9892
3890,204,11.7433,12.0000,0.9786,0.9699,0.9925
3891,204,11.7433,12.0000,0.9786,0.9699,0.9925
3892,204,11.7433,12.0000,0.9786,0.9699,0.9925
3893,203,29.3894,30.0000,0.9796,0.9610,0.9898
3894,205,11.7552,12.0000,0.9796,0.9670,0.9863
3895,205,11.7552,12.0000,0.9796,0.9670,0.9863
3896,205,11.7552,12.0000,0.9796,0.9670,0.9863
